,",Timestamp [ms],CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s]"
208,"208,1376377251,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,1.4,0.0,1.0"
209,"209,1376377551,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,1.8,0.0666666666666666,1.0666666666666669"
210,"210,1376377851,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,1.6,0.0,1.0"
211,"211,1376378151,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
212,"212,1376378451,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,223696.0,0.0,1.4666666666666666,0.0,1.0"
213,"213,1376378751,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,134217.6,0.0,1.6,0.0,1.0"
214,"214,1376379051,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
215,"215,1376379351,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,0.9333333333333332"
216,"216,1376379651,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.7333333333333334,0.0,1.0"
217,"217,1376379951,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,1.4,0.0,1.0"
218,"218,1376380251,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
219,"219,1376380551,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
220,"220,1376380851,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.4,0.0,1.0"
221,"221,1376381151,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.4,0.0,1.0"
222,"222,1376381451,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,2.0,0.0,1.0666666666666669"
223,"223,1376381751,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
224,"224,1376382051,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
225,"225,1376382351,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.4,0.0,1.0"
226,"226,1376382651,4,11703.99824,64.37199032000001,0.55,67108864.0,134217.6,0.0,1.3333333333333333,0.0,1.0"
227,"227,1376382951,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
228,"228,1376383251,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,15.133333333333333,0.0,1.0"
229,"229,1376383551,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,2.6666666666666665,0.0,1.0666666666666669"
230,"230,1376383851,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
231,"231,1376384151,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.4,0.0,1.0"
232,"232,1376384451,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
233,"233,1376384752,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,0.9333333333333332"
234,"234,1376385052,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
235,"235,1376385352,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,1.5333333333333334,0.0,1.0"
236,"236,1376385652,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
237,"237,1376385952,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
238,"238,1376386252,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
239,"239,1376386552,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,1.4,0.0,1.0"
240,"240,1376386852,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,134217.6,0.0,1.4,0.0,1.0"
241,"241,1376387152,4,11703.99824,58.51999120000001,0.5,67108864.0,268435.2,0.0,2.0,0.0,1.0666666666666669"
242,"242,1376387452,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
243,"243,1376387752,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,1.4,0.0,1.0"
244,"244,1376388052,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.7333333333333334,0.0,1.0"
245,"245,1376388352,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
246,"246,1376388652,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.4,0.0,1.0"
247,"247,1376388952,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,1.4666666666666666,0.0,1.0"
248,"248,1376389252,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
249,"249,1376389552,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
250,"250,1376389852,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,1.8,0.0,1.0666666666666669"
251,"251,1376390152,4,11703.99824,1347.9104639733334,11.516666666666667,67108864.0,447392.0,5.066666666666666,4.666666666666667,168.33333333333334,30.666666666666668"
252,"252,1376390452,4,11703.99824,3589.226126933333,30.666666666666664,67108864.0,1834307.2,10.133333333333333,8.466666666666667,336.6666666666667,60.333333333333336"
253,"253,1376390752,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,1386915.2,0.0,1.3333333333333333,0.0,1.0"
254,"254,1376391052,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
255,"255,1376391352,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
256,"256,1376391652,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
257,"257,1376391952,4,11703.99824,64.37199032000001,0.55,67108864.0,134217.6,0.0,1.6666666666666667,0.0,1.0"
258,"258,1376392252,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.6,0.0,1.0"
259,"259,1376392552,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
260,"260,1376392853,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
261,"261,1376393153,4,11703.99824,1088.4718363200002,9.3,67108864.0,268435.2,2.533333333333333,3.2,88.46666666666667,17.0"
262,"262,1376393453,4,11703.99824,6552.288348026666,55.98333333333333,67108864.0,1923785.6,12.666666666666666,10.2,444.4,73.53333333333333"
263,"263,1376393753,4,11703.99824,1014.3465141333334,8.666666666666666,67108864.0,2013264.0,0.0,2.333333333333333,0.6666666666666666,8.733333333333333"
264,"264,1376394053,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,134217.6,0.0,1.4,0.0,1.0"
265,"265,1376394353,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
266,"266,1376394653,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
267,"267,1376394953,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
268,"268,1376395253,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
269,"269,1376395552,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
270,"270,1376395852,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.6666666666666667,0.0,1.0666666666666669"
271,"271,1376396152,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.6,0.0,1.0"
272,"272,1376396452,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.4,0.0,1.0"
273,"273,1376396752,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.2666666666666666,0.0,1.0"
274,"274,1376397052,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,1.2,0.0,1.0"
275,"275,1376397352,4,11703.99824,4913.728594426666,41.98333333333333,67108864.0,2192221.8666666667,2.533333333333333,2510.9333333333334,717.8,8.2"
276,"276,1376397652,4,11703.99824,11075.88366778667,94.63333333333334,67108864.0,7739887.2,0.0,6329.133333333333,0.0,1.4"
277,"277,1376397952,4,11703.99824,11042.72233944,94.35,67108864.0,6218753.066666666,0.2,9687.533333333333,0.0,1.6666666666666667"
278,"278,1376398252,4,11703.99824,10982.25168186667,93.83333333333334,67108864.0,5905578.4,0.0,11645.933333333332,0.0,1.3333333333333333"
279,"279,1376398552,4,11703.99824,10642.835732906668,90.93333333333334,67108864.0,8858368.266666668,2.533333333333333,16301.466666666667,75.66666666666667,4.6"
280,"280,1376398853,4,11703.99824,10531.647749626669,89.98333333333333,67108864.0,22951228.53333333,0.0,4710.466666666666,642.8,7.666666666666667"
281,"281,1376399153,4,11703.99824,11056.377004053333,94.46666666666664,67108864.0,14450773.6,0.0666666666666666,8199.0,0.0,1.5333333333333334"
282,"282,1376399453,4,11703.99824,11029.067674826669,94.23333333333332,67108864.0,7068798.133333334,0.2,10265.2,0.0,1.6666666666666667"
283,"283,1376399753,4,11703.99824,10896.42236144,93.1,67108864.0,8187279.2,0.0,13943.2,0.0,1.0"
284,"284,1376400053,4,11703.99824,10129.81047672,86.55,67108864.0,14629730.133333333,2.533333333333333,10979.8,716.9333333333333,11.066666666666666"
285,"285,1376400353,4,11703.99824,11042.72233944,94.35,67108864.0,18701001.066666663,0.0,8839.6,1.4666666666666666,1.5333333333333334"
286,"286,1376400653,4,11703.99824,11029.067674826669,94.23333333333332,67108864.0,9082064.0,0.2666666666666666,8200.533333333333,0.0,1.5333333333333334"
287,"287,1376400953,4,11703.99824,10988.10368098667,93.88333333333334,67108864.0,6710884.0,0.0,11908.133333333331,0.0,1.4"
288,"288,1376401253,4,11703.99824,10730.615719706668,91.68333333333334,67108864.0,7963584.266666667,0.0,15290.666666666666,0.0,2.333333333333333"
289,"289,1376401553,4,11703.99824,10356.087776026669,88.48333333333333,67108864.0,22772272.0,2.533333333333333,7982.4,888.6,11.066666666666666"
290,"290,1376401853,4,11703.99824,11073.933001413334,94.61666666666666,67108864.0,15300818.666666666,0.0666666666666666,8233.2,0.0,1.5333333333333334"
291,"291,1376402153,4,11703.99824,11042.72233944,94.35,67108864.0,7203015.733333333,0.2,8601.866666666667,0.0,1.6666666666666667"
292,"292,1376402453,4,11703.99824,10945.189020773332,93.51666666666668,67108864.0,6576666.933333334,0.0,13946.466666666667,0.0,1.0"
293,"293,1376402753,4,11703.99824,10194.18246704,87.1,67108864.0,13869163.466666669,2.6,12471.6,713.0,10.933333333333334"
294,"294,1376403053,4,11703.99824,11085.636999653334,94.71666666666664,67108864.0,24785540.266666666,0.0666666666666666,8676.2,5.4,1.6"
295,"295,1376403353,4,11703.99824,11062.229003173334,94.51666666666668,67108864.0,9753153.066666666,0.2,8376.333333333334,0.0,1.5333333333333334"
296,"296,1376403653,4,11703.99824,10993.955680106668,93.93333333333334,67108864.0,8366236.266666667,0.0,10271.266666666666,0.0,1.4"
297,"297,1376403953,4,11703.99824,9298.82660168,79.45,67108864.0,10737416.266666668,17.733333333333334,5694.6,592.7333333333333,95.13333333333334"
298,"298,1376404253,4,11703.99824,4500.187323280001,38.45,67108864.0,9574195.733333332,5.066666666666666,5.666666666666667,177.73333333333332,44.06666666666667"
299,"299,1376404553,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,2639613.066666667,0.0,1.3333333333333333,0.0,1.0"
300,"300,1376404853,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,178956.8,0.0,1.3333333333333333,0.0,1.0"
301,"301,1376405153,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
302,"302,1376405453,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
303,"303,1376405753,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
304,"304,1376406053,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
305,"305,1376406353,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
306,"306,1376406653,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,2.333333333333333,0.0666666666666666,1.0666666666666669"
307,"307,1376406954,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
308,"308,1376407254,4,11703.99824,70.22398944000001,0.6,67108864.0,178956.8,0.0,1.3333333333333333,0.0,1.0"
309,"309,1376407554,4,11703.99824,64.37199032000001,0.55,67108864.0,89478.4,0.0,1.3333333333333333,0.0,1.0"
310,"310,1376407854,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,1.6,0.0,1.0666666666666669"
311,"311,1376408154,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
312,"312,1376408454,4,11703.99824,786.1185484533333,6.716666666666666,67108864.0,178956.8,2.533333333333333,2.7333333333333334,511.4,5.266666666666667"
313,"313,1376408754,4,11703.99824,10865.211699466669,92.83333333333334,67108864.0,3847572.533333333,0.0,6743.666666666667,206.26666666666668,4.266666666666667"
314,"314,1376409054,4,11703.99824,11068.081002293336,94.56666666666666,67108864.0,5234489.6,0.2,8219.8,0.0,1.5333333333333334"
315,"315,1376409354,4,11703.99824,11007.61034472,94.05,67108864.0,5637143.2,0.0,10061.933333333332,0.0,1.6666666666666667"
316,"316,1376409654,4,11703.99824,10902.274360560004,93.15,67108864.0,6308231.2,0.0,13419.0,0.0,2.6"
317,"317,1376409954,4,11703.99824,10211.7384644,87.25,67108864.0,18387826.4,2.533333333333333,11860.6,718.5333333333333,19.466666666666665"
318,"318,1376410254,4,11703.99824,11103.192997013331,94.86666666666666,67108864.0,19506307.466666665,0.0,6218.666666666667,0.0,1.4"
319,"319,1376410554,4,11703.99824,11077.83433416,94.65,67108864.0,9842631.466666669,0.2,8552.466666666667,0.0,1.5333333333333334"
320,"320,1376410854,4,11703.99824,11005.659678346668,94.03333333333336,67108864.0,7292493.6,0.0,11758.0,0.0,1.8"
321,"321,1376411154,4,11703.99824,10789.135710906668,92.18333333333334,67108864.0,8455715.466666667,0.0666666666666666,15196.666666666666,0.0,11.466666666666669"
322,"322,1376411454,4,11703.99824,10424.361099093334,89.06666666666666,67108864.0,22056444.53333333,2.533333333333333,8906.733333333334,718.4,10.066666666666666"
323,"323,1376411754,4,11703.99824,11128.551659866667,95.08333333333334,67108864.0,14674469.866666667,0.0666666666666666,6572.4,0.0,1.4"
324,"324,1376412054,4,11703.99824,11048.574338560002,94.4,67108864.0,6934580.8,0.1333333333333333,9729.066666666668,0.0,1.6666666666666667"
325,"325,1376412354,4,11703.99824,10966.646350880004,93.7,67108864.0,6576666.933333334,0.0,11988.4,0.0,1.8666666666666667"
326,"326,1376412654,4,11703.99824,10352.18644328,88.45,67108864.0,12526986.133333333,133.86666666666667,15243.866666666669,548.9333333333333,17.733333333333334"
327,"327,1376412954,4,11703.99824,10843.754369360002,92.65,67108864.0,27469893.866666667,0.0,6685.466666666666,339.6666666666667,4.933333333333334"
328,"328,1376413255,4,11703.99824,11101.24233064,94.85,67108864.0,13063856.8,32.86666666666667,6592.133333333333,0.0,1.6"
329,"329,1376413555,4,11703.99824,11070.031668666668,94.58333333333334,67108864.0,8679410.133333333,0.0,9903.066666666668,0.0666666666666666,1.6"
330,"330,1376413855,4,11703.99824,10951.041019893331,93.56666666666666,67108864.0,8366236.0,0.0,13405.4,0.0,2.066666666666667"
331,"331,1376414155,4,11703.99824,10122.007811226667,86.48333333333333,67108864.0,16106125.6,2.533333333333333,11629.466666666667,715.0,19.6"
332,"332,1376414455,4,11703.99824,11114.896995253332,94.96666666666664,67108864.0,21295877.6,0.0,8644.933333333332,3.4,1.5333333333333334"
333,"333,1376414755,4,11703.99824,11095.39033152,94.8,67108864.0,10111066.133333333,0.2,7130.133333333333,0.0,1.5333333333333334"
334,"334,1376415055,4,11703.99824,11042.72233944,94.35,67108864.0,6263492.0,0.0,9991.666666666666,0.0,1.6666666666666667"
335,"335,1376415355,4,11703.99824,10906.175693306666,93.18333333333334,67108864.0,6531927.466666667,0.0,13611.133333333331,0.0,2.7333333333333334"
336,"336,1376415655,4,11703.99824,10289.765119333331,87.91666666666666,67108864.0,18745740.53333333,2.533333333333333,10814.933333333332,718.5333333333333,18.866666666666667"
337,"337,1376415955,4,11703.99824,11134.403658986668,95.13333333333334,67108864.0,16687735.733333332,0.0666666666666666,7585.666666666667,0.0,1.5333333333333334"
338,"338,1376416255,4,11703.99824,11085.636999653334,94.71666666666664,67108864.0,8142539.733333333,0.2,8656.6,0.0,1.5333333333333334"
339,"339,1376416555,4,11703.99824,11023.215675706668,94.18333333333334,67108864.0,6084535.2,0.0,10496.2,0.0,1.6666666666666667"
340,"340,1376416855,4,11703.99824,10755.974382560002,91.9,67108864.0,6979320.266666667,0.0,15905.266666666666,0.0666666666666666,11.933333333333334"
341,"341,1376417155,4,11703.99824,10205.886465280002,87.2,67108864.0,21832748.0,2.533333333333333,7655.733333333334,718.4666666666667,9.933333333333334"
342,"342,1376417455,4,11703.99824,11128.551659866667,95.08333333333334,67108864.0,13466510.133333333,0.0666666666666666,7037.666666666667,0.0,1.5333333333333334"
343,"343,1376417755,4,11703.99824,11073.933001413334,94.61666666666666,67108864.0,7471450.666666667,0.1333333333333333,9396.933333333332,0.0,1.5333333333333334"
344,"344,1376418055,4,11703.99824,10988.10368098667,93.88333333333334,67108864.0,7560928.8,0.0,11901.4,0.0,1.9333333333333331"
345,"345,1376418355,4,11703.99824,10137.613142213331,86.61666666666666,67108864.0,12437506.4,2.533333333333333,12973.4,849.1333333333333,19.266666666666666"
346,"346,1376418655,4,11703.99824,10906.175693306666,93.18333333333334,67108864.0,20624788.266666666,0.0,6654.2,249.4,4.533333333333333"
347,"347,1376418955,4,11703.99824,11126.600993493334,95.06666666666666,67108864.0,11050591.466666669,0.0666666666666666,6281.0,0.0,1.4666666666666666"
348,"348,1376419255,4,11703.99824,11079.088333971433,94.66071428571428,67108864.0,7334037.142857143,0.0714285714285714,9092.5,0.0,1.5714285714285714"
349,"349,1376419555,4,11703.99824,10978.35034912,93.8,67108864.0,6039796.0,0.0,12417.4,0.0,2.0"
350,"350,1376419855,4,11703.99824,10207.837131653332,87.21666666666665,67108864.0,12169071.2,2.533333333333333,11406.066666666668,708.2666666666667,19.466666666666665"
351,"351,1376420155,4,11703.99824,11079.785000533331,94.66666666666666,67108864.0,19103655.466666665,0.0,6776.466666666666,10.2,1.4666666666666666"
352,"352,1376420455,4,11703.99824,11105.143663386669,94.88333333333334,67108864.0,8455714.666666666,0.1333333333333333,8207.333333333334,0.0,1.5333333333333334"
353,"353,1376420755,4,11703.99824,11046.623672186666,94.38333333333334,67108864.0,6576666.933333334,0.0,10083.8,0.0,1.6666666666666667"
354,"354,1376421055,4,11703.99824,10925.68235704,93.35,67108864.0,6666145.333333333,0.0,12611.466666666667,0.0,2.2666666666666666"
355,"355,1376421355,4,11703.99824,9965.954501360002,85.15,67108864.0,16866692.266666666,2.533333333333333,10848.0,881.9333333333333,20.6"
356,"356,1376421655,4,11703.99824,10964.695684506669,93.68333333333334,67108864.0,17940434.4,136.8,14069.6,3.6666666666666665,1.5333333333333334"
357,"357,1376421955,4,11703.99824,10949.09035352,93.55,67108864.0,9305760.0,2.8666666666666667,12071.2,0.0,1.4"
358,"358,1376422255,4,11703.99824,10923.73169066667,93.33333333333334,67108864.0,5950317.6,38.266666666666666,16729.933333333334,0.0,1.5333333333333334"
359,"359,1376422555,4,11703.99824,10849.60636848,92.7,67108864.0,6442449.6,1.2666666666666666,18228.866666666665,0.0,1.9333333333333331"
360,"360,1376422856,4,11703.99824,10114.205145733333,86.41666666666666,67108864.0,12213810.933333334,2.533333333333333,17803.0,846.0,19.2"
361,"361,1376423156,4,11703.99824,10861.31036672,92.8,67108864.0,24114450.133333333,2.8666666666666667,13321.933333333332,39.4,3.1333333333333333"
362,"362,1376423456,4,11703.99824,10923.73169066667,93.33333333333334,67108864.0,11140069.333333334,5.4,12127.666666666666,0.0,1.4"
363,"363,1376423756,4,11703.99824,10941.148354714289,93.48214285714286,67108864.0,6710884.0,0.2142857142857142,16323.92857142857,0.0,1.5714285714285714"
364,"364,1376424056,4,11703.99824,10892.521028693334,93.06666666666666,67108864.0,6934580.0,1.3333333333333333,19116.2,0.0,1.8"
365,"365,1376424356,4,11703.99824,10116.155812106668,86.43333333333334,67108864.0,9439977.866666667,0.0666666666666666,15338.8,0.7333333333333333,13.133333333333333"
366,"366,1376424656,4,11703.99824,185.3133054666667,1.5833333333333337,67108864.0,19193133.6,0.0,1.3333333333333333,0.0,1.0"
367,"367,1376424956,4,11703.99824,73.149989,0.625,67108864.0,5464577.142857143,0.0,1.3571428571428572,0.0,1.0"
368,"368,1376425256,4,11703.99824,71.05998931428573,0.6071428571428572,67108864.0,431413.7142857143,0.0,2.571428571428572,0.0,1.0714285714285714"
369,"369,1376425556,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
370,"370,1376425856,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
371,"371,1376426156,4,11703.99824,58.51999120000001,0.5,67108864.0,223696.0,0.0,1.3333333333333333,0.0,1.0"
372,"372,1376426456,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,134217.6,0.0,1.3333333333333333,0.0,1.0"
